experiment,cR,cI,cD,cRA,cIA,cLambda,equilibrium_defenses,equilibrium_attacks,equilibrium_pairs,defender_value
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.51602
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.51602
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.51602
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.51602
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.51602
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.12,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.32
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.52602
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.13,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.33
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.53602
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.14,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.34
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.54602
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.15,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.35
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.55602
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.16,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.36
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.56602
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.17,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.37
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.57602
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.18,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.38
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.58602
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.19,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.39
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.59602
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.23,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.24,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.25,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.26,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.27,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.28,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.29,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.2,0.1,0.1,0.3,dRID,A0,dRID:A0,-0.4
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.1,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.11,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.12,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.13,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.14,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.15,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.16,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.17,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.18,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.19,dRID,AD,dRID:AD,-0.60602
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.2,dRID,A0,dRID:A0,-0.41000000000000003
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.21,dRID,A0,dRID:A0,-0.41000000000000003
C_joint_cD_cLambda,0.1,0.1,0.21,0.1,0.1,0.22,dRID,A0,dRID:A0,-0.41000000000000003
